pid,period,y,x1,x2,x3,z
7,3,1.125843442855072,-0.2196432318156734,1.208434011114066,-0.1796285220930062,0.2492847890338901
7,4,3.310986523168404,0.3584093228059143,1.69936359316958,0.8298761128586344,1.196810550781818
8,1,2.229776252295735,-0.2602307803356896,-0.361367213938816,-0.5439326834796807,1.500817054109182
8,2,0.906109100566293,0.3708135938764515,0.4231009331788234,0.7520904423469772,-0.0826395477111163
8,3,-0.6334568999079058,0.5781693385114689,1.107144159598124,-0.05861478585552215,-1.004624669468175
8,4,0.1698689346826252,0.598669622477193,0.1640424903422101,0.3165715269405576,-0.4991605211126763
9,1,-1.719377569199648,0.1766381087314925,-1.450552701581626,-0.5577430892499784,-0.1801135960411751
9,2,0.4257693663118174,-0.2335169475711202,-0.9736540535344729,-0.4856337678749921,0.2260085074895336
9,3,-0.7499398638059686,0.3210145546921011,-0.4967945855519504,-0.3543960005195673,0.7479870083705297
9,4,1.152945517524577,-0.9708323152455169,0.2640446279921468,1.787462685351355,1.032710732757806
10,1,3.073885893009572,1.641075523179919,0.3426969082706761,-0.5904180133037604,-0.2565964648902074
10,2,3.675128592738574,0.7717802143937769,1.638836463682695,0.6160013927384036,-0.7325038176692439
10,3,0.4936587392779619,-0.4573292709120722,-0.6170416633635839,-0.8622111273195807,-1.094584429189393
10,4,3.135507164857856,0.1855760385466514,-0.1865962770363706,0.2400455368369712,0.4931336865251841
11,1,0.8831083234254359,0.6284635397153351,-1.185098277264001,0.9811198461733858,-2.450819751087456
11,2,1.549165640226757,0.8185389021335318,1.480551450874576,-0.3339663270741141,-0.2528037332533073
11,3,3.598533213090132,1.529638203398409,-1.426483934233302,-0.5700000275948087,0.365741067505147
11,4,3.498200812230053,0.04017060515278131,0.3094669742511917,0.1439102809604563,-0.7970439289688236
12,1,-1.009781618057717,1.15569707819691,-0.7507107447044998,0.3700541427608991,0.04718693248104845
12,2,-0.05272588099743336,0.9797928081174794,-1.712890857176693,-0.4813014516549211,-0.1327717376952452
12,3,0.002640041099379098,-1.109378053303241,-1.592032874339463,1.007255787990798,-0.03568400716908242
12,4,-1.483819532208238,0.3073460687394493,-2.267778505686214,0.2983035257053324,0.4705372128655609
13,1,1.671374926843983,-0.6600444102723974,-0.3605805985974819,1.004188495321571,0.6972383800284164
13,2,0.9807173266955328,0.4106921864579998,1.503125064580869,-0.3602298829411678,0.5640988430175454
13,3,0.6236011577471784,0.1609123594369961,0.443302864442427,0.9095976385674468,0.09636300299113769
13,4,0.3933549146914192,1.906594249800922,-2.280848211268883,-0.4654420587245707,-0.2851637032872321
14,1,0.9353667719048653,0.362021951396918,-0.7839851519822451,-0.7399612661777617,-0.01205609698880725
14,2,1.123163836448595,0.9912867989573235,-0.4852524016555483,-1.196467535413945,0.8449789851067574
14,3,2.978069426991221,-1.562908444403195,-1.604841665282164,0.1500153297161672,1.404602217196996
14,4,0.8094930137918702,-0.9376236294787587,-0.3106825932641919,1.284251993659319,-0.9606963311260249
15,1,2.450731416220947,-0.996186227720316,-0.2225633904128349,0.6224483331458732,-0.02397941926903635
15,2,0.1474634608758085,0.7740954816943668,-0.2671313771057546,-0.3345562058204977,0.06617664725682261
15,3,2.523996201523533,0.8575872491541608,0.2900928338695933,-0.6781085661872104,0.4592695171160614
15,4,1.008036523470603,-0.6139704067506205,1.730859116477494,1.241887752379412,-0.426912444514459
16,1,2.838571093432348,0.3563157200693391,0.6136905551957107,0.1934385619012452,1.917866385025734
16,2,2.641744783014028,-0.08437038025751796,0.3204772901110797,-1.325705816773501,-0.1932290214276745
16,3,2.130829300781235,-0.166805113928602,-0.3871556402444358,-0.4029180751076319,0.9801563875560091
16,4,2.458563733475851,-0.6316276982132526,0.7615055130519675,-0.3293943571162661,-1.236969169628548
17,1,0.1152040828648333,0.4795106889466031,-1.18768412805306,0.8331822272552244,-0.7446037725977461
17,2,2.591063504691791,1.117649054940535,-1.492082086963659,1.177695119087805,0.9536318852467975
17,3,4.544976389584716,0.8292523540327387,0.8314048817444388,0.4223859033774628,0.4178249910689711
17,4,2.807733499487435,1.641715898480954,0.5976300248365293,-0.4392534808534406,0.7748983070043517
18,1,2.161977573992889,-1.360725400998624,-0.2983030633315897,0.6719771184180359,0.7600040232067811
18,2,2.730076127680431,-0.6304800924130306,-0.2335179097158193,1.342371083180438,0.8376346841111089
18,3,-0.8972869057309366,1.603047932246814,0.8137483588077152,-0.5070676747795,-1.626535118888937
18,4,2.633975638839179,0.7959571186935119,-0.4254453264896105,-0.5733170128840324,-0.8543547062503341
19,1,0.9603087589543245,-0.4388349431859412,0.8718199971861663,0.6143711260486553,0.2235771384834765
19,2,1.060399948781928,3.000868913640844,-1.017457907105661,0.2553609093750868,0.7744359960306396
19,3,-1.246126471092656,-0.9545959215067278,0.9576119147315733,-0.07263134572444307,-1.102000049328389
19,4,0.200824631948957,-0.8941153010791502,1.013349048291781,0.7438357913364291,-1.416284949181421
20,1,1.753642349244895,0.7424871485231677,0.3658490624004748,-2.010506463282823,-0.7469148160508962
20,2,1.104299292780297,-0.861018750304763,0.6094564169565503,0.7298898118095507,0.5311822526561614
20,3,1.372114333640207,0.2849081955955134,0.01952770689308257,0.5832826565687507,1.390060543070347
20,4,-0.9428293362808757,-1.401206984308679,0.5602739079514562,0.01279479130359827,0.8552264260104359
